File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Azure URL	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF371SNO	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR040QLV	eCLIP	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										DDX21-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1	1_1							/files/ENCFF455REV/, /files/ENCFF212EDY/	764296	Gene Yeo, UCSD	6c7768cd29badc5cacc8780599031227		https://www.encodeproject.org/files/ENCFF371SNO/@@download/ENCFF371SNO.bed.gz				released	s3://encode-public/2018/04/29/db690d0e-c03c-46e7-b5ad-194bdc4463ba/ENCFF371SNO.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2018/04/29/db690d0e-c03c-46e7-b5ad-194bdc4463ba/ENCFF371SNO.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released	mixed read lengths		
ENCFF005ZCI	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR040QLV	eCLIP	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										DDX21-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	2	2_1							/files/ENCFF655QSG/, /files/ENCFF212EDY/	364776	Gene Yeo, UCSD	90a924317481d0af7ef150ec0f32b35a		https://www.encodeproject.org/files/ENCFF005ZCI/@@download/ENCFF005ZCI.bed.gz				released	s3://encode-public/2018/04/29/9ea5a394-82b9-4e7d-8bf7-a5b76af6c93b/ENCFF005ZCI.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2018/04/29/9ea5a394-82b9-4e7d-8bf7-a5b76af6c93b/ENCFF005ZCI.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released	mixed read lengths		
ENCFF800GPC	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR040QLV	eCLIP	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										DDX21-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF099RYM/, /files/ENCFF845KUG/, /files/ENCFF945XNS/, /files/ENCFF572GMO/, /files/ENCFF039QTN/, /files/ENCFF787VFD/	2238	Gene Yeo, UCSD	05647bdc449a4cc735d94a439b14ce87		https://www.encodeproject.org/files/ENCFF800GPC/@@download/ENCFF800GPC.bed.gz				released	s3://encode-public/2018/06/08/2a2589ec-0ed9-409d-8212-9cc6edf938c6/ENCFF800GPC.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2018/06/08/2a2589ec-0ed9-409d-8212-9cc6edf938c6/ENCFF800GPC.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived	mixed read lengths		
ENCFF378OYA	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR040QLV	eCLIP	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										DDX21-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF455REV/, /files/ENCFF371SNO/, /files/ENCFF269URO/, /files/ENCFF212EDY/, /files/ENCFF005ZCI/, /files/ENCFF655QSG/	2109	Gene Yeo, UCSD	fb7c42644d2c924f3945cf7b0690f598		https://www.encodeproject.org/files/ENCFF378OYA/@@download/ENCFF378OYA.bed.gz				released	s3://encode-public/2018/12/03/c95f2431-6799-4260-bec6-13e21bb80bb3/ENCFF378OYA.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2018/12/03/c95f2431-6799-4260-bec6-13e21bb80bb3/ENCFF378OYA.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released	mixed read lengths		
ENCFF122OMX	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR734ZHL	eCLIP	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										UTP3-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	2	2_1							/files/ENCFF317ALA/, /files/ENCFF204HIN/	528270	Gene Yeo, UCSD	ec137ce8db01f41b101b2cf04f5fff6f		https://www.encodeproject.org/files/ENCFF122OMX/@@download/ENCFF122OMX.bed.gz				released	s3://encode-public/2018/04/29/539a6bcb-dd35-419a-a90e-3b504d5eb865/ENCFF122OMX.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2018/04/29/539a6bcb-dd35-419a-a90e-3b504d5eb865/ENCFF122OMX.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived			
ENCFF739KMN	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR734ZHL	eCLIP	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										UTP3-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1	1_1							/files/ENCFF182NRE/, /files/ENCFF204HIN/	883829	Gene Yeo, UCSD	8a004b319e2b57b7084bc40b8d5d7806		https://www.encodeproject.org/files/ENCFF739KMN/@@download/ENCFF739KMN.bed.gz				released	s3://encode-public/2018/04/29/741f3a42-739f-497c-a6d9-8d19c4c67994/ENCFF739KMN.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2018/04/29/741f3a42-739f-497c-a6d9-8d19c4c67994/ENCFF739KMN.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived			
ENCFF484NSW	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR734ZHL	eCLIP	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										UTP3-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1	1_1							/files/ENCFF826UUS/, /files/ENCFF090UAF/	880773	Gene Yeo, UCSD	91433b807c4c92d333e30f1859bd7c44		https://www.encodeproject.org/files/ENCFF484NSW/@@download/ENCFF484NSW.bed.gz				released	s3://encode-public/2018/04/29/2bd059f7-b792-4e38-955f-a63ef1dae82a/ENCFF484NSW.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2018/04/29/2bd059f7-b792-4e38-955f-a63ef1dae82a/ENCFF484NSW.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF106YFV	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR734ZHL	eCLIP	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										UTP3-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	2	2_1							/files/ENCFF612HAQ/, /files/ENCFF090UAF/	529145	Gene Yeo, UCSD	65c8591630fe16c2a81951bd3479f665		https://www.encodeproject.org/files/ENCFF106YFV/@@download/ENCFF106YFV.bed.gz				released	s3://encode-public/2018/04/29/dff00e4c-04c5-4638-a36e-e05db28fe9f0/ENCFF106YFV.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2018/04/29/dff00e4c-04c5-4638-a36e-e05db28fe9f0/ENCFF106YFV.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF832JDM	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR734ZHL	eCLIP	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										UTP3-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF182NRE/, /files/ENCFF204HIN/, /files/ENCFF739KMN/, /files/ENCFF039QTN/, /files/ENCFF317ALA/, /files/ENCFF122OMX/	561	Gene Yeo, UCSD	931527c4ca12099c47f9f85ab821fe55		https://www.encodeproject.org/files/ENCFF832JDM/@@download/ENCFF832JDM.bed.gz				released	s3://encode-public/2018/06/08/58d98c85-c0b1-40e8-85d1-c18618db37ec/ENCFF832JDM.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2018/06/08/58d98c85-c0b1-40e8-85d1-c18618db37ec/ENCFF832JDM.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived			
ENCFF028GAJ	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR734ZHL	eCLIP	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										UTP3-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF826UUS/, /files/ENCFF269URO/, /files/ENCFF484NSW/, /files/ENCFF090UAF/, /files/ENCFF106YFV/, /files/ENCFF612HAQ/	472	Gene Yeo, UCSD	f47468af5dd2162f89ec55589650f819		https://www.encodeproject.org/files/ENCFF028GAJ/@@download/ENCFF028GAJ.bed.gz				released	s3://encode-public/2018/12/03/eb2a782f-07df-4247-8183-fa39ebe7faa6/ENCFF028GAJ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2018/12/03/eb2a782f-07df-4247-8183-fa39ebe7faa6/ENCFF028GAJ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF515ATI	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR181NRW	eCLIP	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										ZC3H8-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1	1_1							/files/ENCFF717DIZ/, /files/ENCFF279QTB/	347239	Gene Yeo, UCSD	7e45ad71ef41effcd14a73ad5684f7ae		https://www.encodeproject.org/files/ENCFF515ATI/@@download/ENCFF515ATI.bed.gz				released	s3://encode-public/2018/04/29/fab41a68-32db-4824-9081-4cfa3193add5/ENCFF515ATI.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2018/04/29/fab41a68-32db-4824-9081-4cfa3193add5/ENCFF515ATI.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived			
ENCFF990BSZ	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR181NRW	eCLIP	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										ZC3H8-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	2	2_1							/files/ENCFF302NJT/, /files/ENCFF279QTB/	507129	Gene Yeo, UCSD	96ae8108ac69b43ad9d25a2d7f3268a8		https://www.encodeproject.org/files/ENCFF990BSZ/@@download/ENCFF990BSZ.bed.gz				released	s3://encode-public/2018/04/29/129d571f-ce6d-4fd1-a902-3d6238fad836/ENCFF990BSZ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2018/04/29/129d571f-ce6d-4fd1-a902-3d6238fad836/ENCFF990BSZ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived			
ENCFF670VYB	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR181NRW	eCLIP	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										ZC3H8-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1	1_1							/files/ENCFF409GUM/, /files/ENCFF661LGO/	331079	Gene Yeo, UCSD	c7e66aa0fe7faf52e230502b09282146		https://www.encodeproject.org/files/ENCFF670VYB/@@download/ENCFF670VYB.bed.gz				released	s3://encode-public/2018/04/29/1fa0a140-9a33-495d-8ac4-ec32120c35b3/ENCFF670VYB.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2018/04/29/1fa0a140-9a33-495d-8ac4-ec32120c35b3/ENCFF670VYB.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF725VLW	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR181NRW	eCLIP	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										ZC3H8-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	2	2_1							/files/ENCFF892SVF/, /files/ENCFF661LGO/	488338	Gene Yeo, UCSD	bb8136cb8d6f8a578f0668f99f2b5354		https://www.encodeproject.org/files/ENCFF725VLW/@@download/ENCFF725VLW.bed.gz				released	s3://encode-public/2018/04/29/0b7f0872-44ee-4cf1-a505-ed1238932353/ENCFF725VLW.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2018/04/29/0b7f0872-44ee-4cf1-a505-ed1238932353/ENCFF725VLW.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF207UUG	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR181NRW	eCLIP	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										ZC3H8-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF279QTB/, /files/ENCFF717DIZ/, /files/ENCFF990BSZ/, /files/ENCFF515ATI/, /files/ENCFF302NJT/, /files/ENCFF039QTN/	6978	Gene Yeo, UCSD	bb10a9cf6d8f55b3c27c385ecf434f17		https://www.encodeproject.org/files/ENCFF207UUG/@@download/ENCFF207UUG.bed.gz				released	s3://encode-public/2018/06/08/02693d7e-a2e7-49cf-9601-9e257abdcd34/ENCFF207UUG.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2018/06/08/02693d7e-a2e7-49cf-9601-9e257abdcd34/ENCFF207UUG.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived			
ENCFF382URH	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR181NRW	eCLIP	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										ZC3H8-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF892SVF/, /files/ENCFF661LGO/, /files/ENCFF269URO/, /files/ENCFF409GUM/, /files/ENCFF725VLW/, /files/ENCFF670VYB/	6924	Gene Yeo, UCSD	fe8b286b4e301897f41f1d0a8404f9df		https://www.encodeproject.org/files/ENCFF382URH/@@download/ENCFF382URH.bed.gz				released	s3://encode-public/2018/12/03/b6517734-4314-4b27-b2c9-ae51e9e4f10e/ENCFF382URH.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2018/12/03/b6517734-4314-4b27-b2c9-ae51e9e4f10e/ENCFF382URH.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF379DBY	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR046JHH	eCLIP	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										CPEB4-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1	1_1							/files/ENCFF165CFI/, /files/ENCFF777AFV/	440510	Gene Yeo, UCSD	2688dbb19c0d3d688ce2b45085fa5daf		https://www.encodeproject.org/files/ENCFF379DBY/@@download/ENCFF379DBY.bed.gz				released	s3://encode-public/2018/04/29/c240b5fa-27d5-4c1e-8aa2-9a89ecd4c5a4/ENCFF379DBY.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2018/04/29/c240b5fa-27d5-4c1e-8aa2-9a89ecd4c5a4/ENCFF379DBY.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived			
ENCFF104VMP	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR046JHH	eCLIP	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										CPEB4-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	2	2_1							/files/ENCFF161SFX/, /files/ENCFF777AFV/	503733	Gene Yeo, UCSD	679e910b31715ff835cc56a9cacfa39e		https://www.encodeproject.org/files/ENCFF104VMP/@@download/ENCFF104VMP.bed.gz				released	s3://encode-public/2018/04/29/d518f792-c310-456c-911e-808007a437f2/ENCFF104VMP.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2018/04/29/d518f792-c310-456c-911e-808007a437f2/ENCFF104VMP.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived			
ENCFF370BLG	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR046JHH	eCLIP	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										CPEB4-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	2	2_1							/files/ENCFF038VZO/, /files/ENCFF790WEA/	487607	Gene Yeo, UCSD	1888e683c1932db88e52570055fa2957		https://www.encodeproject.org/files/ENCFF370BLG/@@download/ENCFF370BLG.bed.gz				released	s3://encode-public/2018/04/29/c5469e39-c7de-4ae2-a24d-c0be546f4625/ENCFF370BLG.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2018/04/29/c5469e39-c7de-4ae2-a24d-c0be546f4625/ENCFF370BLG.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF976VFC	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR046JHH	eCLIP	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										CPEB4-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1	1_1							/files/ENCFF216ENA/, /files/ENCFF790WEA/	415252	Gene Yeo, UCSD	5d53948ba61fedf18b6a86ac082dfcdd		https://www.encodeproject.org/files/ENCFF976VFC/@@download/ENCFF976VFC.bed.gz				released	s3://encode-public/2018/04/29/a43f9a6d-6794-4588-b485-ff8bdbfb3a9b/ENCFF976VFC.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2018/04/29/a43f9a6d-6794-4588-b485-ff8bdbfb3a9b/ENCFF976VFC.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF153CMF	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR046JHH	eCLIP	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										CPEB4-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF379DBY/, /files/ENCFF104VMP/, /files/ENCFF165CFI/, /files/ENCFF039QTN/, /files/ENCFF777AFV/, /files/ENCFF161SFX/	5371	Gene Yeo, UCSD	9a55c3d3d5dcf015183b8d2708140875		https://www.encodeproject.org/files/ENCFF153CMF/@@download/ENCFF153CMF.bed.gz				released	s3://encode-public/2018/06/08/e6477d60-61b6-4b24-86fe-245807b7839e/ENCFF153CMF.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2018/06/08/e6477d60-61b6-4b24-86fe-245807b7839e/ENCFF153CMF.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived			
ENCFF665BGJ	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR046JHH	eCLIP	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										CPEB4-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF038VZO/, /files/ENCFF790WEA/, /files/ENCFF370BLG/, /files/ENCFF269URO/, /files/ENCFF976VFC/, /files/ENCFF216ENA/	4797	Gene Yeo, UCSD	774496ccb7b4bf339d1dac6163a1db6f		https://www.encodeproject.org/files/ENCFF665BGJ/@@download/ENCFF665BGJ.bed.gz				released	s3://encode-public/2018/12/03/599f98a2-1488-4994-90c7-016cec9a6f0f/ENCFF665BGJ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2018/12/03/599f98a2-1488-4994-90c7-016cec9a6f0f/ENCFF665BGJ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF818KZJ	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR154CSN	eCLIP	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										DDX52-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	2	2_1							/files/ENCFF698DHB/, /files/ENCFF301JHF/	861769	Gene Yeo, UCSD	07f07d409418c97a00120d09220b9e1b		https://www.encodeproject.org/files/ENCFF818KZJ/@@download/ENCFF818KZJ.bed.gz				released	s3://encode-public/2018/04/29/326f70af-1b1c-45cf-8547-6bc9e535a6d7/ENCFF818KZJ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2018/04/29/326f70af-1b1c-45cf-8547-6bc9e535a6d7/ENCFF818KZJ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived			
ENCFF343EUG	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR154CSN	eCLIP	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										DDX52-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1	1_1							/files/ENCFF354DPT/, /files/ENCFF301JHF/	981203	Gene Yeo, UCSD	af0e3047d1175317f99e448b5b1030c8		https://www.encodeproject.org/files/ENCFF343EUG/@@download/ENCFF343EUG.bed.gz				released	s3://encode-public/2018/04/29/6edac235-ea93-4b3d-b1c0-20f69c777947/ENCFF343EUG.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2018/04/29/6edac235-ea93-4b3d-b1c0-20f69c777947/ENCFF343EUG.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived			
ENCFF121SHB	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR154CSN	eCLIP	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										DDX52-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1	1_1							/files/ENCFF529NNX/, /files/ENCFF953PIV/	962991	Gene Yeo, UCSD	ec6eea9889a534aa2daec2541c088d06		https://www.encodeproject.org/files/ENCFF121SHB/@@download/ENCFF121SHB.bed.gz				released	s3://encode-public/2018/04/29/c0e90e00-f273-4cf6-bff2-ab361cee6349/ENCFF121SHB.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2018/04/29/c0e90e00-f273-4cf6-bff2-ab361cee6349/ENCFF121SHB.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF508LHH	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR154CSN	eCLIP	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										DDX52-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	2	2_1							/files/ENCFF729XQQ/, /files/ENCFF953PIV/	815358	Gene Yeo, UCSD	bc54180b17f86b3954fd3229e1ea86ac		https://www.encodeproject.org/files/ENCFF508LHH/@@download/ENCFF508LHH.bed.gz				released	s3://encode-public/2018/04/29/b2b778c4-0559-4f59-9480-868d9d2ceddd/ENCFF508LHH.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2018/04/29/b2b778c4-0559-4f59-9480-868d9d2ceddd/ENCFF508LHH.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF888SME	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR154CSN	eCLIP	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										DDX52-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF818KZJ/, /files/ENCFF301JHF/, /files/ENCFF698DHB/, /files/ENCFF354DPT/, /files/ENCFF039QTN/, /files/ENCFF343EUG/	26327	Gene Yeo, UCSD	95841a3c4e655aeb14d6d67ba92b0534		https://www.encodeproject.org/files/ENCFF888SME/@@download/ENCFF888SME.bed.gz				released	s3://encode-public/2018/06/08/27664abe-6747-4500-8df7-14683cb65c46/ENCFF888SME.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2018/06/08/27664abe-6747-4500-8df7-14683cb65c46/ENCFF888SME.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived			
